228,Duaij Naser Abdulla born January 18,"Duaij Naser Abdulla (born January 18, 1983) is a Bahraini footballer currently playing for Al-Hala of Bahrain and the Bahrain national football team."
229,The San Nicolás Station Spanish Estación,"The San Nicolás Station (Spanish: Estación San Nicolás) is a metro station along Line 2 of the Monterrey Metro. Located near the IMSS Zone Hospital No. 6, the station was opened on October 1, 2008.  It is an elevated station built into the median of Mexican Federal Highway 85 where it intersects Benito Juárez Avenue. The station's original name was to be Juárez, but was changed to San Nicolás because of its location in the center of the city of San Nicolás de los Garza. The logo for the station depicts the church of the namesake Iglesia San Nicolás Tolentino."
230,The Boat That Rocked is a,"The Boat That Rocked is a soundtrack album to the 2009 British film of the same title, a comedy about a fictitious British pirate radio station set in 1966. The soundtrack was released March 30, 2009 through Mercury Records as a double album featuring popular rock, pop, and soul artists of the 1960s. It also includes David Bowie's 1983 song ""Let's Dance"" and a 2009 cover version of ""Stay with Me"" performed by Duffy, with Lorraine Ellison's original 1966 version included as well. In North America, where the film was retitled Pirate Radio, the soundtrack album was released November 10, 2009 through Universal Republic. The Pirate Radio version omits four tracks that were included on The Boat That Rocked album—""Crimson and Clover"" by Tommy James and the Shondells, ""The Letter"" by The Box Tops, ""The End of the World"" by Skeeter Davis, and ""Hang On Sloopy"" by The McCoys—and reverses the order of tracks 7 and 8 on the second disc."
231,Robert Scott Troup CMG CIE FRS,"Robert Scott Troup CMG CIE FRS (13 December 1874 – 1 October 1939) was a British forestry expert. He spent the first part of his career in Colonial India, returning to England in 1920 to head Oxford's School of Forestry."
232,Kōnan Airport 岡南飛行場 Kōnan Hikōjō ICAO,"Kōnan Airport (岡南飛行場, Kōnan Hikōjō) (ICAO: RJBK) is a public aerodrome located about eight kilometers south of Okayama Station in Minami-ku, Okayama, Okayama Prefecture, Japan."
233,Fly Farm Blues is a song,"""Fly Farm Blues"" is a song by rock musician Jack White. The song was written and used for the rock documentary film It Might Get Loud, which featured White, along with Jimmy Page and The Edge. It was released by White's record label Third Man Records and online."
234,Semex full name Sharp Electrónica Mexico,"Semex, full name Sharp Electrónica Mexico S.A. de C.V., is the semi-independent Mexican division of Japanese Sharp electronics corporation. It is responsible for the manufacture of all Sharp printed circuitboards, LED, LCD and plasma panels, modules and televisions in North and South America and is the sole representative and distributor of Sharp products in Mexico.The venture was formed in 1997 when a group of Mexican investors, the Mexican federal government and Sharp Electronics Japan signed a mutual agreement to open a factory in Baja California for the manufacture of Sharp CRT televisions and Sharp electronics components which would also begin to manufacture LCD televisions in 2001. By 1998 the factory had begun manufacturing home appliances and printed circuit boards with Kyoshas Mexican branch as well. In 2006 Sharp and Semex introduced a second plant in Baja California for the production of LCD panels, modules and televisions to address an increasing demand for flatscreen televisions in the US and Mexican markets. Currently, Sharp builds its full range of 19, 26, 32, 40, 42, 46, 52, 60, 70 and 80 inch LCD and LED televisions including 3D models, printed circuitboards, white goods, LCD & LED panels and LCD modules at Semex's facilities. The average weekly salary for a worker is US$150, which is 20% above average industrial salary in Mexico."
235,Gerardo Pisarello Prados is First Deputy,"Gerardo Pisarello Prados is First Deputy Mayor of Barcelona, with responsibility for Work, Economy and Strategic Planning. Formerly professor in constitutional law at the University of Barcelona, he was elected to the Barcelona City Council as part of the Barcelona en Comú municipal platform.He is the author of numerous books on constitutionalism, human rights and the right to the city and writes for Público, Eldiario.es and Sin Permiso.Pisarello was vice president of the DESC Observatory for over ten years and was one of the founding members of the anti-capitalist and pro-independence Procés Constituent.He is a member of the Advisory Panel of DiEM25"
236,Meckesheim station is a small railway,"Meckesheim station is a small railway junction in Meckesheim, North Baden in the German state of Baden-Württemberg. It is located on the Neckargemünd–Bad Friedrichshall railway and is classified by Deutsche Bahn as a category 4 station. The Schwarzbach Valley Railway branches off the Elsenz Valley Railway to Aglasterhausen in Meckesheim. Until 1990, the Wiesloch–Meckesheim/Waldangelloch railway also branched off via Schatthausen to Wiesloch Stadt and Wiesloch-Walldorf."
237,Worse Creek is a stream in,"Worse Creek is a stream in the U.S. state of Georgia. It is a tributary to the Chattooga River.Worse Creek was so named on account rough terrain near its course, cf. nearby Bad Creek."
238,CDGSH iron sulfur domain 2 is,CDGSH iron sulfur domain 2 is a protein that in humans is encoded by the CISD2 gene.
239,Gillian Jill Greenwood 11 April 1910,"Gillian (Jill) Greenwood (11 April 1910 – 19 July 1995), Baroness Greenwood of Rossendale, was an English artist, illustrator and designer, co-creator of The Ministry of Information's Make Do and Mend pamphlet series and an important early member of the Campaign for Nuclear Disarmament (CND)."
240,Matthew Boulton   3 September,"Matthew Boulton  (; 3 September 1728 – 17 August 1809) was an English manufacturer and business partner of Scottish engineer James Watt.  In the final quarter of the 18th century, the partnership installed hundreds of Boulton & Watt steam engines, which were a great advance on the state of the art, making possible the mechanisation of factories and mills.  Boulton applied modern techniques to the minting of coins, striking millions of pieces for Britain and other countries, and supplying the Royal Mint with up-to-date equipment.Born in Birmingham, he was the son of a Birmingham manufacturer of small metal products who died when Boulton was 31.  By then Boulton had managed the business for several years, and thereafter expanded it considerably, consolidating operations at the Soho Manufactory, built by him near Birmingham.  At Soho, he adopted the latest techniques, branching into silver plate, ormolu and other decorative arts. He became associated with James Watt when Watt's business partner, John Roebuck, was unable to pay a debt to Boulton, who accepted Roebuck's share of Watt's patent as settlement. He then successfully lobbied Parliament to extend Watt's patent for an additional 17 years, enabling the firm to market Watt's steam engine. The firm installed hundreds of Boulton & Watt steam engines in Britain and abroad, initially in mines and then in factories.Boulton was a key member of the Lunar Society, a group of Birmingham-area men prominent in the arts, sciences, and theology.  Members included Watt, Erasmus Darwin, Josiah Wedgwood and Joseph Priestley.  The Society met each month near the full moon.  Members of the Society have been given credit for developing concepts and techniques in science, agriculture, manufacturing, mining, and transport that laid the groundwork for the Industrial Revolution.Boulton founded the Soho Mint, to which he soon adapted steam power.  He sought to improve the poor state of Britain's coinage, and after several years of effort obtained a contract in 1797 to produce the first British copper coinage in a quarter century.  His ""cartwheel"" pieces were well-designed and difficult to counterfeit, and included the first striking of the large copper British penny, which continued to be coined until decimalisation in 1971.  He retired in 1800, though continuing to run his mint, and died in 1809.  His image appears alongside his partner James Watt on the Bank of England's current Series F £50 note."
241,Quartetto Cetra pronounced kwarˈtetto ˈtʃeːtra Italian,"Quartetto Cetra (pronounced [kwarˈtetto ˈtʃeːtra]; Italian for ""Cithara Quartet"") is an Italian vocal quartet established during the 1940s, active until 1988.The group originated from the previous Quartetto Ritmo following the replacement of one singer. Felice Chiusano filled the vacancy left by Enrico Gentile and joined Tata Giacobetti, Virgilio Savona and Enrico De Angelis in the quartet's line-up. Quartetto Cetra debuted in a radio review titled Riepilogando in 1941.In October 1947, Enrico De Angelis left the group to join the Army. He was replaced by the singer Lucia Mannucci, the wife of Virgilio Savona. That was Cetra's final formation, which lasted for the rest of their four-decade career. The first song they performed together was Dove siete stata nella notte del 3 giugno? (""Where were you on the night of 3 June?"").In 1948, Quartetto Cetra did the dubbing of the choruses for the Italian release of Disney's movie Dumbo. For their excellent job they received a congratulation note signed by Walt Disney himself. Afterwards they did the dubbing for other movies such as Make Mine Music, Melody Time and The Wizard of Oz.Quartetto Cetra made their stage debut in Pietro Garinei & Sandro Giovannini's Gran Baldoria review. Several other musical comedies followed. On stage the Cetras worked with other Italian celebrities of those times, such Wanda Osiris and Alberto Sordi.Italian television was born in 1954. In the same year Quartetto Cetra made their first home television appearance in a show called In quattro si viaggia meglio (""You travel better when you're four""), although they had appeared on British television as far back as 1948 in Café Continental. In time they did a great number of other TV programs. Among them, their parodies of some literature classics such as The Count of Monte Cristo or The Three Musketeers were a huge success.The quartet's early style was very much similar to Mills Brothers's, with jazz and swing vocal arrangements. The group then found its own way with a combination of songs and entertainment: catchy tunes with funny lyrics yet with sophisticated arrangements, performed in comedy acts. The audience loved that, and Quartetto Cetra soon became very popular at first on the radio, then on stage and on the TV as well.Quartetto Cetra was widely credited with the great virtue of combining excellent professional skills with popular entertainment.In over forty years the group's repertoire included more than a thousand songs. Most were written by the duo Tata Giacobetti-Virgilio Savona, two members of the quartet. Just to name a few of them, Il Visconte di Castelfombrone, In un palco della Scala, Un disco dei Platters, Nella vecchia fattoria (Italian version of Old MacDonald Had a Farm), Vecchia America, Che centrattacco (dedicated to Virgilio Levratto), Un bacio a mezzanotte, I ricordi della sera.Quartetto Cetra officially finished their performing career on 1 July 1988 in Bologna, with their last public concert.Their song Crapa Pelada (Testa Pelata) (""Bald head"") is used in the TV series Breaking Bad, in Season 3's final episode, ""Full Measure""."
242,Michael Patrick Hearn is an American,"Michael Patrick Hearn is an American literary scholar as well as a man of letters specializing in children's literature and its illustration.  His works include The Annotated Wizard of Oz (1971/2000), The Annotated Christmas Carol (1977/2003), and  The Annotated Huckleberry Finn (2001).  He considers the three most quintessential American novels to be Moby-Dick by Herman Melville, The Wonderful Wizard of Oz by L. Frank Baum, and The Adventures of Huckleberry Finn by Mark Twain.He is an expert on L. Frank Baum and is currently writing a biography about him, which sets forth to correct the numerous errors in previous biographies, many based on Frank Joslyn Baum's out of print and largely mythological To Please a Child.As an Oz and L. Frank Baum scholar, he also edited The Critical Heritage Edition of the Wizard of Oz for Schocken Books (1986), wrote the introduction to the first published version of the screenplay of The Wizard of Oz (1939 film).  He appears in the documentaries Oz:  the American Fairyland and Matilda Joslyn Gage (1983), credited as an ""Authority on L. Frank Baum"".  He gave the keynote address at the Centennial convention of The Wonderful Wizard of Oz mounted by The International Wizard of Oz Club, and often makes public appearances in which he lectures on Baum."
243,Paracoumaryl alcohol also called pcoumaryl alcohol,"Paracoumaryl alcohol, also called p-coumaryl alcohol, 4-coumaryl alcohol, 4-hydroxycinnamyl alcohol, or 4-(3-hydroxy-1-propenyl)phenol, is a phytochemical, one of the monolignols. It is synthesized via the phenylpropanoid biochemical pathway. When polymerized, p-coumaryl alcohol forms lignin or lignans.Esters of p-coumaryl alcohol and fatty acids are the basis of epicuticular waxes covering the surfaces of apples.p-Coumaryl alcohol is an intermediate in biosynthesis of chavicol, stilbenoids, and coumarin.Research suggests derivatives of p-coumaryl alcohol may serve as dietary antioxidants."
244,Göran Albert Casimir Casse Ehrnrooth titled,"Göran Albert Casimir ""Casse"" Ehrnrooth, titled Vuorineuvos (April 6, 1931 – July 8, 2015), was a Finnish magnate and former chairman of the Nokia Corporation. His business career began in the forest industry, and later he was a director of UPM-Kymmene and Merita-Nordbanken.The eldest son of the President of Nordic Union Bank, one of the then two biggest banks in Finland, Ehrnrooth inherited substantial holdings in important companies from both his paternal and maternal families. His paternal family were in banking, while his maternal forefathers were founders of Fiskars and Kaukas industries. His earlier family tree includes notable military men. He had a degree in law from Helsinki University."
245,Joseph Andrew Scudero born July 2,"Joseph Andrew Scudero (born July 2, 1930) is a former American football safety in the National Football League for the Washington Redskins and Pittsburgh Steelers. He also played one season in Canada, with the Toronto Argonauts, where he was an all-star. He was born in San Francisco, California, and played college football at the University of San Francisco."
246,The Joint ImprovisedThreat Defeat Organization JIDO,"The Joint Improvised-Threat Defeat Organization (JIDO) is a combat support organization of the U.S. Department of Defense (DoD) organization under the Defense Threat Reduction Agency (DTRA) that deals with improvised threats such as the improvised explosive device (IEDs) and small unmanned aerial systems (sUASs).  JIDO was born from the Joint IED Defeat Organization (JIEDDO) established in 2006, which focused on IEDs. JIDO's mission is to ""enable Department of Defense actions to counter improvised threats with tactical responsiveness and anticipatory acquisition in support of combatant commanders' efforts to prepare for, and adapt to, battlefield surprise.""  This mission supports counter-terrorism, counter-insurgency and other related mission areas including Counter-IED.The change from JIEDDO to JIDA occurred when Deputy Defense Secretary Robert Work approved an organizational realignment of JIEDDO from a joint wartime activity to a combat support agency under the authority, direction and control of the Under Secretary of Defense for Acquisition, Technology and Logistics (USD(AT&L)). Under the 2016 Defense Authorization Act, DoD was directed to move JIDA to a military department or under an existing defense agency.  DoD decided to reclassify JIDA as an organization under DTRA. On September 30, 2016, JIDA moved under DTRA and officially changed its name to JIDO to reflect the change from an Agency to an Organization."
247,A spar is a type of,"A spar is a type of floating oil platform typically used in very deep waters, and is named for logs used as buoys in shipping that are moored in place vertically.  Spar production platforms have been developed as an alternative to conventional platforms. The deep draft design of spars makes them less affected by wind, wave and currents and allows for both dry tree and subsea production. Spars are most prevalent in the US Gulf of Mexico; however, there are also spars located offshore Malaysia and Norway.A spar platform consists of a large-diameter, single vertical cylinder supporting a deck. The cylinder is weighted at the bottom by a chamber filled with a material that is denser than water (to lower the center of gravity of the platform and provide stability). Additionally, the spar hull is encircled by helical strakes to mitigate the effects of vortex-induced motion. Spars are permanently anchored to the seabed by way of a spread mooring system composed of either a chain-wire-chain or chain-polyester-chain configuration.There are three primary types of spars; the classic spar, truss spar, and cell spar.  The classic spar consists of the cylindrical hull noted above, with heavy ballast tanks located at the bottom of the cylinder.A truss spar has a shorter cylindrical ""hard tank"" than a classic spar and has a truss structure connected to the bottom of the hard tank.  This truss structure consists of four large orthogonal ""leg"" members with X-braces between each of the legs and heave plates at intermediate depths to provide damping. At the bottom of the truss structure, there is a relatively small keel, or soft tank, that houses the heavy ballasting material.  Soft tanks are typically rectangular in shape but have also been round to accommodate specific construction concerns.  The majority of spars are of this type.A third type of spar, the cell spar, has a large central cylinder surrounded by smaller cylinders of alternating lengths.  At the bottom of the longer cylinders is the soft tank housing the heavy ballasting material, similar to a truss spar.  The cell spar design was only ever used for one platform, the Red Hawk spar, which was decommissioned in 2014 under the Bureau of Safety and Environmental Enforcement's ""Rigs-to-Reefs"" program.  At the time of its decommissioning it was the deepest floating platform to ever be decommissioned.The first spar was the Brent Spar, a platform designed for storage and offloading of crude oil products. It was installed in the Brent Field in June 1976. The attempted deep sea disposal of the platform in the 1990s created a huge backlash by Greenpeace. The spar was eventually dismantled and pieces were used as a foundation for a quay in Norway.The first spar designed for production was the Neptune spar, located in the Gulf of Mexico, and was installed in September 1996 by Kerr McGee (now Anadarko).The world's deepest production platform is Perdido, a truss spar in the Gulf of Mexico, with a mean water depth of 2,438 meters. It is operated by Royal Dutch Shell and was built at a cost of $3 billion."
248,Laski Polish pronunciation ˈlaskʲi is a,"Laski (Polish pronunciation: [ˈlaskʲi]) is a village in the administrative district of Gmina Bolesław, within Olkusz County, Lesser Poland Voivodeship, in southern Poland."
249,HM Prison Spring Hill is a,"HM Prison Spring Hill is a Category D men's prison, located in the village of Grendon Underwood, in Buckinghamshire, England. The prison is operated by Her Majesty's Prison Service, and is jointly managed with HMP Grendon, which is situated next to Spring Hill."
250,Debra Ann H Lehrmann born November,"Debra Ann H. Lehrmann (born November 16, 1956) is a Justice of the Texas Supreme Court, the court of last resort for civil and juvenile matters located in the capital city of Austin in the U.S. state of Texas. She is a former 360th Judicial District Court judge from Fort Worth."
251,Olaf Mørch Hansson 28 July 1856,"Olaf Mørch Hansson (28 July 1856 – 22 February 1912) was a Norwegian actor and theatre director, journalist and newspaper editor. He was married to Thora Hansson."
252,When Heaven Burns is a 2011,"When Heaven Burns is a 2011 Hong Kong television serial produced by TVB and starring Bowie Lam, Moses Chan, Charmaine Sheh, Maggie Shiu and Kenny Wong. First revealed during TVB's Sales Presentation 2009 in 2008, filming took place in late 2009 to early 2010, with the first episode airing both in Hong Kong and TVB's overseas affiliates and partners on 21 November 2011. On 27 December 2011, the show was blacklisted by the Chinese State Administration of Radio, Film, and Television, making it the first Hong Kong television drama to be censored in Mainland China in more than two decades.Despite being the second lowest-rated TVB drama of 2011, When Heaven Burns gained a strong cult following online and received critical acclaim in Hong Kong, winning Best Drama at the 2012 TVB Anniversary Awards."
253,Flamengo Esporte Clube de Arcoverde commonly,"Flamengo Esporte Clube de Arcoverde, commonly known as Flamengo de Arcoverde, is a Brazilian football club based in Arcoverde, Pernambuco state. They competed in the Série C once."
254,K B Blues is an album,K. B. Blues is an album by guitarist Kenny Burrell recorded in 1957 and originally released on the Japanese Blue Note label in 1979. The tracks were reissued on CD as part of Introducing Kenny Burrell: The First Blue Note Sessions but incorrectly identified as being recorded in 1956.
255,The NCAA Division III Womens Outdoor,The NCAA Division III Women's Outdoor Track and Field Championships are the annual collegiate track and field competitions for women athletes representing Division III institutions organised by the National Collegiate Athletic Association. Athletes' performances in individual championships earn points for their institutions and the team with the most points receives the NCAA team title in track and field. A separate NCAA Division III men's competition is also held. These two events are separate from the NCAA Division III Women's Indoor Track and Field Championships and NCAA Division III Men's Indoor Track and Field Championships held during the winter.The first edition of the championship was held in 1982. Following the enactment of Title IX.
256,Bruce Fergusson Cunliffe August 19 1925,"Bruce Fergusson Cunliffe (August 19, 1925 – April 6, 1989) is an American ice hockey player who competed in ice hockey at the 1948 Winter Olympics.Cunliffe was a member of the American ice hockey team which played eight games, but was disqualified, at the 1948 Winter Olympics hosted by St. Moritz, Switzerland."
257,The 199798 LEN Champions League is,"The 1997–98 LEN Champions League is the 35th edition of LEN's premier competition for men's water polo clubs. It ran from  1997 to 6 June 1998, and it is contested by 16 teams. The Final Four (semifinals, final, and third place game) took place on June 5 and June 6 in Zagreb."
258,336756 2010 NV1 provisional designation 2010,"(336756) 2010 NV1, provisional designation 2010 NV1, is a highly eccentric planet crossing trans-Neptunian object, approximately 44 kilometers in diameter. It is on a retrograde cometary orbit. It has a barycentric semi-major axis (average distance from the Sun) of approximately 286 AU."
259,Marie Lundquist born 1950 is a,"Marie Lundquist (born 1950) is a Swedish author, cultural journalist and translator. She is a Bachelor of Arts graduate and have also educated herself as a librarian. She was before teacher at the folk high school of Biskops-Arnö."
